基金代码,基金名称,赛道归类,持有份额,买入日期,持仓成本（元）,最新净值,净值日期,持仓市值,持有收益（元）,持有收益率（%）,备注,累计收益（元）,仓位占比,近60日收益率,近60日最大回撤,近60日波动率,综合得分,目标市值,指令,指令来源,操作理由,卖出份额,目标仓位,建议操作
017745,嘉实绿色主题股票C,半导体,95404.73,2026-08-03,0.0,2.2032,2026-09-03,210195.701136,210195.701136,,,,0.1560407375714435,0.043478260869564966,-0.32108129782470685,0.6027246892785735,13.54,210195.701136,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.1560407375714435,保留
017811,东方人工智能主题混合C,半导体材料设备,63224.87,2026-08-31,0.0,3.1883,2026-09-03,201579.85302100002,201579.85302100002,,,,0.14964468243138968,0.14604601006470164,-0.34802375208758585,0.7871681886122339,41.96,141105.8971147,紧急减仓,周度监控,紧急减仓建议：综合得分由 77.11 降至 41.96，一周内突降,18967.47,0.10475127770197276,紧急减仓
021528,财通成长优选混合C,PCB,21802.84,2026-08-31,0.0,4.041,2026-09-03,88105.27644,88105.27644,,,,0.06540577302643472,-0.13505993150684914,-0.4109404018234003,0.7706650369922365,-16.43,88105.27644,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.06540577302643472,保留
008984,财通科技创新混合C,CPO,36781.68,2026-08-25,0.0,1.7557,2026-09-03,64577.595576,64577.595576,,,,0.04793977988041542,-0.1593085615782417,-0.48474654912423154,0.7546651035999881,-16.43,64577.595576,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.04793977988041542,保留
004320,前海开源沪港深乐享生活灵活配置混合,CPO,9423.29,2026-08-18,0.0,6.3339,2026-09-03,59686.176531000005,59686.176531000005,,,,0.04430858936877426,-0.051853958654551446,-0.43086113588330865,0.7286404610667292,-6.02,59686.176531000005,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.04430858936877426,保留
011452,华泰柏瑞质量成长混合C,CPO,17742.45,2026-08-28,0.0,2.8313,2026-09-03,50234.198685,50234.198685,,,,0.037291825530942464,-0.17964245356822062,-0.4734625304654409,0.7901368204238777,-18.97,50234.198685,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.037291825530942464,保留
016371,信澳业绩驱动混合C,CPO,18286.41,2026-09-01,0.0,2.6504,2026-09-03,48466.301064,48466.301064,,,,0.035979410256792056,-0.13223979307861056,-0.479545091354605,0.8016021960813601,-13.79,48466.301064,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.035979410256792056,保留
015790,永赢高端装备智选混合C,商业航天,40622.24,2026-08-31,0.0,1.04,2026-09-03,42247.1296,42247.1296,,,,0.03136255036345893,-0.23275544079675392,-0.3683586806241358,0.586084254618681,-31.59,42247.1296,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.03136255036345893,保留
025209,永赢先锋半导体智选混合C,存储芯片,20783.99,2026-08-17,0.0,2.3376,2026-09-03,48584.65502400001,48584.65502400001,,,,0.036067271421949536,0.013132232479521555,-0.3853387991319026,0.625959868122476,3.41,48584.65502400001,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.036067271421949536,保留
020137,平安医疗健康混合C,港创新药,20823.15,2026-08-25,0.0,2.3128,2026-09-03,48159.78132000001,48159.78132000001,,,,0.035751862468347884,0.2741997686077904,-0.13395061728395075,0.4810552445724565,204.7,48159.78132000001,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.035751862468347884,保留
010524,银华中证5G通信主题ETF联接C,CPO,20140.27,2026-07-15,0.0,2.196,2026-09-03,44228.032920000005,44228.032920000005,,,,0.032833092403281756,-0.1383166568569747,-0.3628420326511841,0.6189122368624511,-19.06,44228.032920000005,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.032833092403281756,保留
006503,财通集成电路产业股票C,PCB,6834.88,2026-08-14,0.0,6.5053,2026-09-03,44462.944864000005,44462.944864000005,,,,0.03300748147407624,-0.15902215787160334,-0.41558308590150506,0.7831204036293109,-19.13,44462.944864000005,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.03300748147407624,保留
016874,广发远见智选混合C,算力租赁,20034.0,2026-01-01,0.0,1.6042,2026-09-03,32138.542800000003,32138.542800000003,,,,0.023858346749625815,-0.18111281265952017,-0.4753432604912009,0.7499646731964157,-19.05,32138.542800000003,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.023858346749625815,保留
017437,华宝纳斯达克精选股票(QDII)C,美股,14372.33,2026-08-19,0.0,2.2751,2026-09-02,32698.487983000003,32698.487983000003,,,,0.024274027274406692,0.01644104901040966,-0.1400192380076115,0.2745911400027278,11.74,32698.487983000003,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.024274027274406692,保留
007639,汇添富竞争优势灵活配置混合,半导体材料设备,13460.0,2026-08-19,0.0,2.3735,2026-09-03,31947.309999999998,31947.309999999998,,,,0.023716383298429705,0.1049299380848192,-0.33408078636154204,0.7494113000214656,31.41,22363.117,紧急减仓,周度监控,紧急减仓建议：综合得分由 77.05 降至 31.41，一周内突降,4038.0,0.01660146830890079,紧急减仓
016453,南方纳斯达克100指数(QDII)C,美股,13387.84,2026-08-19,0.0,2.2547,2026-09-02,30185.562848,30185.562848,,,,0.02240853388225824,0.015630630630630638,-0.10918449141458886,0.22814291034409748,14.32,30185.562848,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.02240853388225824,保留
024239,华夏全球科技先锋混合(QDII)C,美股,10478.31,2026-08-19,0.0,2.5446,2026-09-02,26663.107625999997,26663.107625999997,,,,0.0197936064221213,-0.24867131215306482,-0.42002715384798606,0.5887497038483132,-29.6,26663.107625999997,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0197936064221213,保留
015060,华夏节能环保股票C,MLCC指数,10104.93,2026-08-19,0.0,2.7636,2026-09-03,27925.984548,27925.984548,,,,0.020731114874034565,-0.15728486918338724,-0.45407450243361763,0.7680884445340849,-17.32,27925.984548,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.020731114874034565,保留
017654,创金合信全球芯片产业股票(QDII)C,半导体,10679.07,2026-08-19,0.0,2.0925,2026-09-02,22345.953974999997,22345.953974999997,,,,0.016588727177348227,-0.07481098288897736,-0.2782870078301851,0.5207155172126554,-13.44,22345.953974999997,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.016588727177348227,保留
016531,鹏华碳中和主题混合C,机器人,11486.35,2026-08-19,0.0,1.4632,2026-09-03,16806.82732,16806.82732,,,,0.012476704885376581,-0.16163410301953818,-0.3653406730369755,0.5808102506037103,-22.12,16806.82732,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.012476704885376581,保留
290008,泰信发展主题混合,新能源,10566.57,2026-08-19,0.0,1.823,2026-09-03,19262.857109999997,19262.857109999997,,,,0.014299961487951313,-0.21994009413778356,-0.2908713692946058,0.4083692143315984,-37.81,19262.857109999997,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.014299961487951313,保留
009505,富国上海金ETF联接A,黄金,8801.08,2026-08-19,0.0,2.0075,2026-09-03,17668.1681,17668.1681,,,,0.013116129240323786,0.07106653150509512,-0.07740988254353987,0.2281850355179791,91.81,17668.1681,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.013116129240323786,保留
020624,信澳新能源精选混合C,新能源,8897.26,2026-08-19,0.0,1.5346,2026-09-03,13653.735196,13653.735196,,,,0.010135977563168736,-0.1819393357854896,-0.3185774450163781,0.4631940218005741,-28.55,13653.735196,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.010135977563168736,保留
018967,汇添富纳斯达克100ETF联接(QDII)C,美股,8402.84,2026-08-19,0.0,1.6073,2026-09-02,13505.884732,13505.884732,,,,0.010026219393386222,0.013621744340039044,-0.10887049083382629,0.22348029604220476,12.51,13505.884732,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.010026219393386222,保留
017436,华宝纳斯达克精选股票(QDII)A,美股,5188.74,2026-08-19,0.0,2.3053,2026-09-02,11961.602321999999,11961.602321999999,,,,0.008879806955012448,0.017388234255704127,-0.13958772255959018,0.2746464997671012,12.46,11961.602321999999,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.008879806955012448,保留
006479,广发纳斯达克100ETF联接(QDII)C,美股,1643.08,2026-08-19,0.0,7.9272,2026-09-02,13025.023776,13025.023776,,,,0.009669247781512003,0.010220466420288066,-0.11622281799225508,0.23704452813817695,8.79,13025.023776,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.009669247781512003,保留
020425,方正富邦致盛混合C,新能源,12467.67,2026-08-19,0.0,1.6842,2026-09-03,20998.049813999998,20998.049813999998,,,,0.01558809796218663,0.023518687329079357,-0.2859944435365256,0.49734594853843317,8.22,20998.049813999998,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.01558809796218663,保留
020065,西部利得科技创新混合C,算力租赁,6211.18,2026-08-19,0.0,1.5772,2026-09-03,9796.273096,9796.273096,,,,0.0072723546251884956,0.012388471660568667,-0.36873485215705293,0.7045695525956639,3.36,9796.273096,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0072723546251884956,保留
025857,华夏中证电网设备主题ETF联接C,新能源,8542.63,2026-08-19,0.0,1.147,2026-09-03,9798.39661,9798.39661,,,,0.007273931035595618,-0.16056791569086648,-0.2954855472556025,0.3845613276435161,-27.17,9798.39661,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.007273931035595618,保留
014002,浦银全球智能科技股票(QDII)C,美股,2193.73,2026-08-19,0.0,3.3105,2026-09-02,7262.343165,7262.343165,,,,0.00539126812698381,-0.06977070922782957,-0.3776359233986353,0.6910920402334726,-9.24,7262.343165,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.00539126812698381,保留
000043,嘉实美国成长股票(QDII),美股,1065.5,2026-08-19,0.0,6.217,2026-09-02,6624.2135,6624.2135,,,,0.004917546623381831,0.019514594949163522,-0.11027951733618446,0.22963588323482806,17.7,6624.2135,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.004917546623381831,保留
011172,广发利鑫灵活配置混合C,CPO,2159.36,2026-08-19,0.0,3.238,2026-09-03,6992.007680000001,6992.007680000001,,,,0.005190582060412731,-0.09679218967921897,-0.39112730390055733,0.628357587159471,-12.37,6992.007680000001,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.005190582060412731,保留
016055,博时纳斯达克100ETF联接(QDII)A,美股,2964.39,2026-08-19,0.0,2.0958,2026-09-02,6212.768562,6212.768562,,,,0.004612106639364189,0.01836734693877573,-0.10665027993991527,0.22485065867523166,17.22,6212.768562,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.004612106639364189,保留
001770,前海开源嘉鑫灵活配置混合C,机器人,2477.24,2026-08-19,0.0,1.834,2026-09-03,4543.258159999999,4543.258159999999,,,,0.0033727300341180044,-0.17387387387387387,-0.3599013968775678,0.557870313963937,-24.16,4543.258159999999,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0033727300341180044,保留
008327,东财中证通信技术主题指数C,CPO,1186.44,2026-08-19,0.0,4.2072,2026-09-03,4991.590368,4991.590368,,,,0.0037055536267760194,-0.14662988580353342,-0.4059943665772741,0.6899264427975228,-18.06,4991.590368,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0037055536267760194,保留
011103,天弘中证光伏产业指数C,中证光伏,2805.04,2026-08-19,0.0,0.6893,2026-09-03,1933.514072,1933.514072,,,,0.0014353621899452446,-0.18193686209352003,-0.23841961852861038,0.3214176497683103,-38.15,1933.514072,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0014353621899452446,保留
008971,大成纳斯达克100ETF联接(QDII)C,美股,615.63,2026-08-19,0.0,6.1735,2026-09-02,3800.591805,3800.591805,,,,0.0028214047445074657,0.012979128380152138,-0.11167941510767054,0.2345833515548636,11.62,3800.591805,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0028214047445074657,保留
019525,华泰柏瑞纳斯达克100ETF联接(QDII)C,美股,2045.94,2026-08-19,0.0,1.6172,2026-09-02,3308.694168,3308.694168,,,,0.0024562399496410488,0.015701545032031028,-0.10678125735813515,0.22348429800680122,14.7,3308.694168,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0024562399496410488,保留
501057,汇添富中证新能源汽车产业指数(LOF)A,新能源,227.66,2026-08-19,0.0,2.1004,2026-09-03,478.17706400000003,478.17706400000003,,,,0.0003549791996365814,-0.14041334151831375,-0.22186986589233182,0.32880159836727346,-31.64,478.17706400000003,保留,,周度监控未触发该基金极端风险，维持持仓,0.0,0.0003549791996365814,保留
